Player Id,Player Name,2022/2023,2023/2024,2024/2025,2024/2025.1,pca_1
251,Tyrese Haliburton,"$4,215,120 ","$5,808,435 ","$7,992,406 ",$0 ,-0.21362668640053836
252,Nassir Little,"$4,171,548 ","$6,250,000 ","$6,750,000 ","$7,250,000 ",-0.20754516490106362
253,Josh Primo,"$4,144,320 ","$4,341,600 ",$0 ,$0 ,-0.2014636434015889
254,Jalen Duren,"$4,124,280 ","$4,330,680 ","$4,536,840 ","$6,483,144 ",-0.19538212190211415
255,Gorgui Dieng,"$4,105,236 ",$0 ,$0 ,$0 ,-0.18930060040263944
256,Danuel House,"$4,105,000 ","$4,310,250 ",$0 ,$0 ,-0.1832190789031647
257,Boban Marjanovic,"$4,101,478 ",$0 ,$0 ,$0 ,-0.17713755740368997
258,Justise Winslow,"$4,097,561 ",$0 ,$0 ,$0 ,-0.17105603590421523
259,Dylan Windler,"$4,037,277 ","$5,959,021 ",$0 ,$0 ,-0.1649745144047405
260,Stanley Johnson,"$4,022,164 ",$0 ,$0 ,$0 ,-0.1588929929052658
261,Kira Lewis,"$4,004,280 ","$5,722,116 ","$7,913,686 ",$0 ,-0.15281147140579104
262,George Hill,"$4,000,000 ",$0 ,$0 ,$0 ,-0.14672994990631633
262,Terence Davis,"$4,000,000 ",$0 ,$0 ,$0 ,-0.14672994990631633
264,Chris Duarte,"$3,936,960 ","$4,124,400 ","$5,893,768 ","$8,151,081 ",-0.13456690690736686
265,Alex Len,"$3,918,600 ",$0 ,$0 ,$0 ,-0.12848538540789212
