G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,G_x_Unnamed: 3,G_x_Tm,G_x_Opp,G_x_W,Unnamed: 3_x_Tm,Unnamed: 3_x_Opp,Unnamed: 3_x_W,Tm_x_Opp,Tm_x_W
19,Thu Nov 30 2023,7:30p,,Box Score,,Indiana Pacers,W,,142,132,11,8,W 1,19604,2:33,,,2698,2508,209,,,,18744,1562
20,Sat Dec 2 2023,8:00p,,Box Score,,Indiana Pacers,L,,129,144,11,9,L 1,19650,2:17,,,2580,2880,220,,,,18576,1419
21,Wed Dec 6 2023,7:30p,,Box Score,@,Toronto Raptors,W,,112,103,12,9,W 1,19084,2:10,,,2352,2163,252,,,,11536,1344
22,Fri Dec 8 2023,8:00p,,Box Score,,Cleveland Cavaliers,L,,99,111,12,10,L 1,19600,2:12,,,2178,2442,264,,,,10989,1188
23,Mon Dec 11 2023,7:00p,,Box Score,@,Charlotte Hornets,W,,116,114,13,10,W 1,15543,2:22,,,2668,2622,299,,,,13224,1508
24,Wed Dec 13 2023,7:30p,,Box Score,,Charlotte Hornets,W,,115,104,14,10,W 2,19600,2:04,,,2760,2496,336,,,,11960,1610
25,Thu Dec 14 2023,7:30p,,Box Score,,Chicago Bulls,L,,116,124,14,11,L 1,19653,2:19,,,2900,3100,350,,,,14384,1624
26,Sat Dec 16 2023,8:00p,,Box Score,,Chicago Bulls,W,,118,116,15,11,W 1,19815,2:09,,,3068,3016,390,,,,13688,1770
27,Mon Dec 18 2023,7:30p,,Box Score,,Minnesota Timberwolves,L,,108,112,15,12,L 1,19819,2:11,,,2916,3024,405,,,,12096,1620
28,Wed Dec 20 2023,7:00p,,Box Score,@,Orlando Magic,W,,115,106,16,12,W 1,19129,2:19,,,3220,2968,448,,,,12190,1840
29,Fri Dec 22 2023,8:00p,,Box Score,,Atlanta Hawks,W,,122,113,17,12,W 2,20029,2:19,,,3538,3277,493,,,,13786,2074
30,Mon Dec 25 2023,8:00p,,Box Score,,Philadelphia 76ers,W,,119,113,18,12,W 3,20162,2:24,,,3570,3390,540,,,,13447,2142
31,Thu Dec 28 2023,10:00p,,Box Score,@,Golden State Warriors,W,,114,102,19,12,W 4,18064,2:18,,,3534,3162,589,,,,11628,2166
32,Sat Dec 30 2023,5:00p,,Box Score,@,Utah Jazz,L,,109,117,19,13,L 1,18206,2:18,,,3488,3744,608,,,,12753,2071
33,Mon Jan 1 2024,10:30p,,Box Score,@,Los Angeles Clippers,L,,104,121,19,14,L 2,19370,2:10,,,3432,3993,627,,,,12584,1976
34,Wed Jan 3 2024,10:00p,,Box Score,@,Los Angeles Lakers,W,,110,96,20,14,W 1,18997,2:14,,,3740,3264,680,,,,10560,2200
35,Fri Jan 5 2024,9:00p,,Box Score,@,Phoenix Suns,L,,97,113,20,15,L 1,17071,2:07,,,3395,3955,700,,,,10961,1940
36,Mon Jan 8 2024,7:30p,,Box Score,,Houston Rockets,W,,120,113,21,15,W 1,19694,2:19,,,4320,4068,756,,,,13560,2520
37,Wed Jan 10 2024,7:30p,,Box Score,,Oklahoma City Thunder,L,,120,128,21,16,L 1,19636,2:14,,,4440,4736,777,,,,15360,2520
38,Fri Jan 12 2024,8:00p,,Box Score,,Orlando Magic,W,,99,96,22,16,W 1,19650,2:27,,,3762,3648,836,,,,9504,2178
39,Sun Jan 14 2024,6:00p,,Box Score,,Charlotte Hornets,W,,104,87,23,16,W 2,19831,2:14,,,4056,3393,897,,,,9048,2392
40,Mon Jan 15 2024,7:30p,,Box Score,@,Brooklyn Nets,W,OT,96,95,24,16,W 3,17893,2:28,,,3840,3800,960,,,,9120,2304
41,Wed Jan 17 2024,7:30p,,Box Score,@,Toronto Raptors,L,,97,121,24,17,L 1,19631,2:01,,,3977,4961,984,,,,11737,2328
42,Fri Jan 19 2024,8:00p,,Box Score,,Atlanta Hawks,L,,108,109,24,18,L 2,20040,2:34,,,4536,4578,1008,,,,11772,2592
43,Sun Jan 21 2024,6:00p,,Box Score,@,Orlando Magic,L,,87,105,24,19,L 3,18102,2:17,,,3741,4515,1032,,,,9135,2088
44,Wed Jan 24 2024,7:30p,,Box Score,,Memphis Grizzlies,L,,96,105,24,20,L 4,19600,2:13,,,4224,4620,1056,,,,10080,2304
45,Thu Jan 25 2024,7:30p,,Box Score,,Boston Celtics,L,,110,143,24,21,L 5,20074,2:02,,,4950,6435,1080,,,,15730,2640
46,Sat Jan 27 2024,3:00p,,Box Score,@,New York Knicks,L,,109,125,24,22,L 6,19812,2:23,,,5014,5750,1104,,,,13625,2616
47,Mon Jan 29 2024,7:30p,,Box Score,,Phoenix Suns,L,,105,118,24,23,L 7,19600,2:12,,,4935,5546,1128,,,,12390,2520
48,Wed Jan 31 2024,7:30p,,Box Score,,Sacramento Kings,W,,115,106,25,23,W 1,19600,2:06,,,5520,5088,1200,,,,12190,2875
49,Fri Feb 2 2024,7:00p,,Box Score,@,Washington Wizards,W,,110,102,26,23,W 2,18308,2:23,,,5390,4998,1274,,,,11220,2860
50,Sun Feb 4 2024,6:00p,,Box Score,,Los Angeles Clippers,L,,95,103,26,24,L 1,19855,2:17,,,4750,5150,1300,,,,9785,2470
51,Tue Feb 6 2024,7:30p,,Box Score,,Orlando Magic,W,,121,95,27,24,W 1,19600,2:08,,,6171,4845,1377,,,,11495,3267
52,Wed Feb 7 2024,7:30p,,Box Score,,San Antonio Spurs,W,,116,104,28,24,W 2,19652,2:09,,,6032,5408,1456,,,,12064,3248
53,Sun Feb 11 2024,2:00p,,Box Score,,Boston Celtics,L,,106,110,28,25,L 1,20049,2:21,,,5618,5830,1484,,,,11660,2968
54,Tue Feb 13 2024,8:00p,,Box Score,@,Milwaukee Bucks,W,,123,97,29,25,W 1,17520,2:06,,,6642,5238,1566,,,,11931,3567
55,Wed Feb 14 2024,7:00p,,Box Score,@,Philadelphia 76ers,W,,109,104,30,25,W 2,20015,2:13,,,5995,5720,1650,,,,11336,3270
56,Fri Feb 23 2024,8:00p,,Box Score,@,New Orleans Pelicans,W,,106,95,31,25,W 3,18658,2:26,,,5936,5320,1736,,,,10070,3286
57,Mon Feb 26 2024,10:00p,,Box Score,@,Sacramento Kings,W,,121,110,32,25,W 4,17832,2:07,,,6897,6270,1824,,,,13310,3872
58,Tue Feb 27 2024,10:00p,,Box Score,@,Portland Trail Blazers,W,,106,96,33,25,W 5,18143,2:13,,,6148,5568,1914,,,,10176,3498
59,Thu Feb 29 2024,10:00p,,Box Score,@,Denver Nuggets,L,,97,103,33,26,L 1,19634,2:30,,,5723,6077,1947,,,,9991,3201
60,Sat Mar 2 2024,5:00p,,Box Score,,Utah Jazz,W,,126,120,34,26,W 1,19858,2:14,,,7560,7200,2040,,,,15120,4284
61,Tue Mar 5 2024,7:30p,,Box Score,,Detroit Pistons,W,,118,110,35,26,W 2,19724,2:10,,,7198,6710,2135,,,,12980,4130
62,Thu Mar 7 2024,7:30p,,Box Score,@,Dallas Mavericks,L,,108,114,35,27,L 1,20221,2:23,,,6696,7068,2170,,,,12312,3780
63,Fri Mar 8 2024,8:00p,,Box Score,@,Oklahoma City Thunder,L,,100,107,35,28,L 2,18203,2:07,,,6300,6741,2205,,,,10700,3500
64,Sun Mar 10 2024,6:00p,,Box Score,,Washington Wizards,L,,108,110,35,29,L 3,19730,2:13,,,6912,7040,2240,,,,11880,3780
65,Wed Mar 13 2024,7:30p,,Box Score,,Denver Nuggets,L,,88,100,35,30,L 4,19921,2:05,,,5720,6500,2275,,,,8800,3080
66,Fri Mar 15 2024,7:00p,,Box Score,@,Detroit Pistons,W,,108,95,36,30,W 1,19894,2:01,,,7128,6270,2376,,,,10260,3888
67,Sun Mar 17 2024,3:00p,,Box Score,@,Detroit Pistons,W,,104,101,37,30,W 2,20004,2:03,,,6968,6767,2479,,,,10504,3848
68,Mon Mar 18 2024,7:30p,,Box Score,@,Philadelphia 76ers,L,,91,98,37,31,L 1,19782,2:19,,,6188,6664,2516,,,,8918,3367
69,Wed Mar 20 2024,7:00p,,Box Score,@,Cleveland Cavaliers,W,,107,104,38,31,W 1,19432,2:14,,,7383,7176,2622,,,,11128,4066
70,Fri Mar 22 2024,8:00p,,Box Score,,New Orleans Pelicans,L,,88,111,38,32,L 1,19727,1:57,,,6160,7770,2660,,,,9768,3344
71,Sun Mar 24 2024,6:00p,,Box Score,,Cleveland Cavaliers,W,,121,84,39,32,W 1,19645,2:06,,,8591,5964,2769,,,,10164,4719
72,Tue Mar 26 2024,7:30p,,Box Score,,Golden State Warriors,L,,92,113,39,33,L 1,19813,2:10,,,6624,8136,2808,,,,10396,3588
73,Fri Mar 29 2024,8:00p,,Box Score,,Portland Trail Blazers,W,,142,82,40,33,W 1,19839,1:58,,,10366,5986,2920,,,,11644,5680
74,Sun Mar 31 2024,6:00p,,Box Score,@,Washington Wizards,W,,119,107,41,33,W 2,16039,2:11,,,8806,7918,3034,,,,12733,4879
75,Tue Apr 2 2024,7:30p,,Box Score,,New York Knicks,W,,109,99,42,33,W 3,19857,2:16,,,8175,7425,3150,,,,10791,4578
76,Thu Apr 4 2024,7:30p,,Box Score,,Philadelphia 76ers,L,,105,109,42,34,L 1,19719,2:07,,,7980,8284,3192,,,,11445,4410
77,Fri Apr 5 2024,8:00p,,Box Score,@,Houston Rockets,W,,119,104,43,34,W 1,18055,2:03,,,9163,8008,3311,,,,12376,5117
78,Sun Apr 7 2024,5:00p,,Box Score,@,Indiana Pacers,L,,115,117,43,35,L 1,17274,2:28,,,8970,9126,3354,,,,13455,4945
79,Tue Apr 9 2024,7:30p,,Box Score,@,Atlanta Hawks,W,2OT,117,111,44,35,W 1,17049,2:35,,,9243,8769,3476,,,,12987,5148
80,Wed Apr 10 2024,7:30p,,Box Score,,Dallas Mavericks,L,,92,111,44,36,L 1,19660,2:10,,,7360,8880,3520,,,,10212,4048
81,Fri Apr 12 2024,8:00p,,Box Score,,Toronto Raptors,W,,125,103,45,36,W 1,19600,2:07,,,10125,8343,3645,,,,12875,5625
82,Sun Apr 14 2024,1:00p,,Box Score,,Toronto Raptors,W,,118,103,46,36,W 2,19600,2:06,,,9676,8446,3772,,,,12154,5428
83,Wed Apr 17 2024,7:00p,,Box Score,@,Philadelphia 76ers,L,,104,105,46,37,L 1,19788,2:29,Play-In Game,,8632,8715,3818,,,,10920,4784
84,Fri Apr 19 2024,7:00p,,Box Score,,Chicago Bulls,W,,112,91,47,37,W 1,19600,2:09,Play-In Game,,9408,7644,3948,,,,10192,5264
