Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_x_Age,Rk_x_G,Rk_x_GS,Rk_x_MP,Age_x_G,Age_x_GS,Age_x_MP,G_x_GS,G_x_MP,pca_1,pca_2,pca_3,pca_4,pca_5
38.0,Max Christie,SG,19.0,LAL,9.0,0.0,3.7,0.6,1.1,0.5,0.1,0.4,0.25,0.4,0.7,0.667,0.55,0.2,0.4,0.5,0.1,0.7,0.8,0.3,0.0,0.1,0.0,0.0,1.4,722.0,342.0,0.0,140.6,171.0,0.0,70.3,0.0,33.300000000000004,2.22482289038142,-1.3208294692819456,-0.04964028949567192,0.47341661229441406,2.142729694047397
43.0,Pat Connaughton,SF,30.0,MIL,4.0,0.0,22.0,4.3,7.5,0.567,2.8,5.8,0.478,1.5,1.8,0.857,0.75,0.8,1.0,0.75,1.0,4.0,5.0,1.8,1.0,0.3,0.5,2.5,12.0,1290.0,172.0,0.0,946.0,120.0,0.0,660.0,0.0,88.0,-2.2844460803023776,0.22971690149871973,0.08088643801896873,-0.7688383183543894,-0.6433613152011048
45.0,Torrey Craig,PF,32.0,PHO,11.0,5.0,16.6,2.4,4.1,0.578,1.0,2.3,0.44,1.4,1.8,0.75,0.7,0.7,0.8,0.889,0.6,1.6,2.3,0.5,0.5,0.2,0.3,2.1,6.5,1440.0,495.0,225.0,747.0000000000001,352.0,160.0,531.2,55.0,182.60000000000002,8.757689304650109,-1.6998098881868977,-1.600102543929757,2.254379446811195,-1.0473411799972214
46.0,Jae Crowder,PF,32.0,MIL,4.0,0.0,10.3,0.8,3.3,0.231,0.0,1.5,0.0,0.8,1.8,0.429,0.231,0.3,0.5,0.5,0.3,0.8,1.0,0.8,0.5,0.0,0.3,1.3,1.8,1472.0,184.0,0.0,473.8,128.0,0.0,329.6,0.0,41.2,-4.449728526909373,-0.9490052060093987,-0.325517847028644,-0.351891485750073,-1.5103398345588974
47.0,Seth Curry,SG,32.0,BRK,3.0,0.0,19.3,3.3,6.3,0.526,1.0,3.0,0.333,2.3,3.3,0.7,0.605,0.7,1.0,0.667,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,8.3,1504.0,141.0,0.0,907.1,96.0,0.0,617.6,0.0,57.900000000000006,1.9339776690757098,-0.7228337836996213,-0.04696118561393648,0.47949538671085506,0.7546692295905694
50.0,Terence Davis,SG,25.0,SAC,4.0,0.0,14.5,2.0,5.0,0.4,1.5,4.3,0.353,0.5,0.8,0.667,0.55,0.5,0.5,1.0,0.5,1.8,2.3,1.5,0.3,0.0,0.5,3.0,6.0,1250.0,200.0,0.0,725.0,100.0,0.0,362.5,0.0,58.0,-5.675711012350775,0.5012844512029189,-1.002074316142324,-0.44676139804361703,-0.8890769729144489
53.0,Donte DiVincenzo,SG,26.0,GSW,13.0,1.0,18.1,1.8,4.9,0.375,1.2,3.4,0.341,0.7,1.5,0.45,0.492,0.6,0.9,0.667,0.8,2.2,3.0,2.8,0.8,0.2,1.3,1.5,5.5,1378.0,689.0,53.0,959.3000000000001,338.0,26.0,470.6,13.0,235.3,1.723996021073452,-0.9756183696645282,0.2536285538693329,1.2108889590827023,-0.8310847237605635
54.0,PJ Dozier,SF,26.0,SAC,3.0,0.0,2.0,1.0,2.0,0.5,0.7,1.3,0.5,0.3,0.7,0.5,0.667,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.7,1404.0,162.0,0.0,108.0,78.0,0.0,52.0,0.0,6.0,0.6339836765822646,-0.09777779513309277,2.2394145210581313,0.34079880498044723,1.2092157475718188
56.0,David Duke Jr.,SG,23.0,BRK,1.0,0.0,5.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1288.0,56.0,0.0,280.0,23.0,0.0,115.0,0.0,5.0,6.895571657546259,3.005170281241335,-2.098001095683205,-0.4912961646952023,0.03593140949507603
61.0,Dorian Finney-Smith,PF,29.0,BRK,4.0,4.0,25.3,2.3,5.8,0.391,1.8,4.3,0.412,0.5,1.5,0.333,0.543,0.0,0.0,0.0,1.5,3.0,4.5,0.8,0.8,0.5,1.3,1.8,6.3,1769.0,244.0,244.0,1543.3,116.0,116.0,733.7,16.0,101.2,1.3728186021145163,0.2180976740685261,0.31304379801744897,1.0725893255710888,-0.14050164394319217
63.0,Wenyen Gabriel,C,25.0,LAL,10.0,0.0,3.7,0.4,1.0,0.4,0.0,0.0,0.0,0.4,1.0,0.4,0.4,0.2,0.3,0.667,0.8,0.1,0.9,0.0,0.2,0.3,0.2,0.8,1.0,1575.0,630.0,0.0,233.10000000000002,250.0,0.0,92.5,0.0,37.0,1.7276417138572622,-0.4811287257908421,-0.24960387220484465,2.0381715063351185,-0.40633417936501065
67.0,Eric Gordon,SG,34.0,LAC,5.0,5.0,29.8,3.6,8.8,0.409,2.0,5.8,0.345,1.6,3.0,0.533,0.523,1.0,1.2,0.833,0.2,1.2,1.4,2.6,0.6,0.4,0.8,2.4,10.2,2278.0,335.0,335.0,1996.6000000000001,170.0,170.0,1013.2,25.0,149.0,-2.485288167821662,0.3371892594348778,1.9981553859585504,0.5893655896618506,1.0219948568605042
68.0,Danny Green,SG,35.0,CLE,4.0,0.0,10.0,0.3,1.3,0.2,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.5,1.3,1.8,0.3,0.5,0.3,0.5,1.8,0.8,2380.0,272.0,0.0,680.0,140.0,0.0,350.0,0.0,40.0,3.1473492402225904,-1.264725353343009,0.9600063709969332,2.5431972680565367,-2.895638916413737
70.0,JaMychal Green,PF,32.0,GSW,7.0,2.0,7.0,1.3,3.3,0.391,0.7,2.6,0.278,0.6,0.7,0.8,0.5,0.0,0.0,0.0,0.0,0.7,0.7,0.4,0.0,0.1,0.3,1.4,3.3,2240.0,490.0,140.0,490.0,224.0,64.0,224.0,14.0,49.0,-2.0852584688838847,1.177503303804614,-1.2609414338794673,1.6261349452487004,-0.15516401589163928
71.0,Jeff Green,PF,36.0,DEN,20.0,0.0,17.2,1.4,3.1,0.452,0.5,1.4,0.321,1.0,1.7,0.559,0.524,0.9,1.0,0.895,0.3,1.3,1.6,0.7,0.3,0.4,0.5,2.2,4.1,2556.0,1420.0,0.0,1221.2,720.0,0.0,619.1999999999999,0.0,344.0,5.824567274281936,3.8687404152737703,2.0415915942016096,0.38575148331435116,-2.3156508657941086
73.0,Quentin Grimes,SG,22.0,NYK,9.0,6.0,26.9,1.6,5.1,0.304,1.0,4.1,0.243,0.6,1.0,0.556,0.402,1.0,1.2,0.818,0.3,2.4,2.8,1.4,1.0,0.6,1.1,1.9,5.1,1606.0,657.0,438.0,1963.6999999999998,198.0,132.0,591.8,54.0,242.1,-0.46005621687824366,-0.27058813440863405,1.536009253206837,1.805154085351627,0.7604914897700319
74.0,Rui Hachimura,PF,24.0,LAL,16.0,1.0,24.3,4.6,8.2,0.557,1.2,2.4,0.487,3.4,5.8,0.587,0.63,1.9,2.1,0.882,0.6,3.1,3.6,0.6,0.5,0.3,0.6,1.6,12.2,1776.0,1184.0,74.0,1798.2,384.0,24.0,583.2,16.0,388.8,-5.27722027691032,1.4066042915149448,-0.11236892803673783,1.2526287440680448,0.56165479943306
83.0,Sam Hauser,SF,25.0,BOS,15.0,0.0,6.9,0.7,1.9,0.345,0.5,1.6,0.333,0.1,0.3,0.4,0.483,0.1,0.1,1.0,0.3,0.8,1.1,0.3,0.1,0.1,0.0,0.5,2.0,2075.0,1245.0,0.0,572.7,375.0,0.0,172.5,0.0,103.5,-4.704522471536446,0.7517667246052828,-0.3634423183843139,1.1177249582348694,0.53721237795268
85.0,Haywood Highsmith,PF,26.0,MIA,18.0,0.0,8.9,1.3,2.2,0.615,0.4,0.9,0.5,0.9,1.3,0.696,0.718,0.2,0.3,0.8,0.6,0.8,1.3,0.3,0.6,0.1,0.1,1.1,3.3,2210.0,1530.0,0.0,756.5,468.0,0.0,231.4,0.0,160.20000000000002,-4.828506104999867,0.45100723294345507,-1.296800401284363,1.345095542917649,-0.9904940436465423
89.0,Danuel House Jr.,SF,29.0,PHI,7.0,0.0,6.0,1.3,3.0,0.429,0.1,1.4,0.1,1.1,1.6,0.727,0.452,0.1,0.1,1.0,0.0,1.7,1.7,0.1,0.0,0.0,0.1,0.6,2.9,2581.0,623.0,0.0,534.0,203.0,0.0,174.0,0.0,42.0,,,,,
92.0,Bones Hyland,PG,22.0,LAC,5.0,0.0,16.4,3.0,8.8,0.341,1.0,4.0,0.25,2.0,4.8,0.417,0.398,1.6,2.0,0.8,0.2,0.6,0.8,0.8,0.8,0.2,0.8,1.8,8.6,2024.0,460.0,0.0,1508.8,110.0,0.0,360.79999999999995,0.0,82.0,,,,,
93.0,Joe Ingles,SF,35.0,MIL,5.0,0.0,17.8,2.4,4.6,0.522,2.0,4.0,0.5,0.4,0.6,0.667,0.739,0.0,0.0,0.0,0.2,1.0,1.2,2.0,0.6,0.2,1.2,1.4,6.8,3255.0,465.0,0.0,1655.4,175.0,0.0,623.0,0.0,89.0,,,,,
95.0,Reggie Jackson,PG,32.0,DEN,6.0,0.0,3.0,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.0,0.2,0.0,0.5,3040.0,570.0,0.0,285.0,192.0,0.0,96.0,0.0,18.0,,,,,
99.0,Jalen Johnson,SF,21.0,ATL,6.0,0.0,9.3,1.7,4.0,0.417,0.7,1.8,0.364,1.0,2.2,0.462,0.5,0.3,0.3,1.0,0.3,2.2,2.5,1.3,0.5,0.0,0.8,0.8,4.3,2079.0,594.0,0.0,920.7,126.0,0.0,195.3,0.0,55.800000000000004,,,,,
102.0,DeAndre Jordan,C,34.0,DEN,4.0,0.0,3.5,0.5,0.8,0.667,0.0,0.0,0.0,0.5,0.8,0.667,0.667,0.3,0.5,0.5,0.0,1.0,1.0,0.3,0.0,0.3,0.5,0.5,1.3,3468.0,408.0,0.0,357.0,136.0,0.0,119.0,0.0,14.0,,,,,
103.0,Nikola Jovi?,PF,19.0,MIA,7.0,0.0,1.9,0.1,0.6,0.25,0.0,0.3,0.0,0.1,0.3,0.5,0.25,0.0,0.0,0.0,0.1,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.3,1957.0,721.0,0.0,195.7,133.0,0.0,36.1,0.0,13.299999999999999,,,,,
104.0,Luke Kennard,SG,26.0,MEM,5.0,0.0,21.4,2.4,4.6,0.522,1.6,3.2,0.5,0.8,1.4,0.571,0.696,0.8,0.8,1.0,1.0,3.0,4.0,1.4,0.8,0.0,0.2,1.6,7.2,2704.0,520.0,0.0,2225.6,130.0,0.0,556.4,0.0,107.0,,,,,
105.0,Nathan Knight,C,25.0,MIN,2.0,0.0,2.5,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,2625.0,210.0,0.0,262.5,50.0,0.0,62.5,0.0,5.0,,,,,
106.0,John Konchar,SF,26.0,MEM,5.0,0.0,9.8,0.4,1.8,0.222,0.0,0.8,0.0,0.4,1.0,0.4,0.222,0.0,0.0,0.0,0.8,1.2,2.0,0.8,0.4,0.4,0.2,1.2,0.8,2756.0,530.0,0.0,1038.8000000000002,130.0,0.0,254.8,0.0,49.0,,,,,
109.0,Jonathan Kuminga,PF,20.0,GSW,10.0,0.0,6.1,1.3,2.4,0.542,0.3,0.7,0.429,1.0,1.7,0.588,0.604,0.5,0.9,0.556,0.4,0.5,0.9,0.5,0.2,0.0,0.4,0.5,3.4,2180.0,1090.0,0.0,664.9,200.0,0.0,122.0,0.0,61.0,,,,,
111.0,Jock Landale,C,27.0,PHO,7.0,1.0,16.1,2.4,3.9,0.63,0.0,0.1,0.0,2.4,3.7,0.654,0.63,1.3,2.0,0.643,1.4,2.6,4.0,0.4,0.4,0.4,0.3,2.1,6.1,2997.0,777.0,111.0,1787.1000000000001,189.0,27.0,434.70000000000005,7.0,112.70000000000002,,,,,
112.0,Damion Lee,SG,30.0,PHO,8.0,0.0,11.1,0.8,2.5,0.3,0.4,1.9,0.2,0.4,0.6,0.6,0.375,0.3,0.3,1.0,0.5,0.9,1.4,0.6,0.3,0.0,0.1,1.0,2.1,3360.0,896.0,0.0,1243.2,240.0,0.0,333.0,0.0,88.8,,,,,
113.0,Alex Len,C,29.0,SAC,7.0,0.0,7.7,1.0,1.3,0.778,0.0,0.0,0.0,1.0,1.3,0.778,0.778,0.7,0.9,0.833,1.0,1.9,2.9,0.1,0.0,0.4,1.0,2.1,2.7,3277.0,791.0,0.0,870.1,203.0,0.0,223.3,0.0,53.9,,,,,
116.0,Caris LeVert,SG,28.0,CLE,5.0,3.0,34.0,5.4,12.6,0.429,2.6,7.2,0.361,2.8,5.4,0.519,0.532,1.6,2.6,0.615,0.8,3.8,4.6,2.6,0.4,0.2,1.0,2.0,15.0,3248.0,580.0,348.0,3944.0,140.0,84.0,952.0,15.0,170.0,,,,,
117.0,Kenneth Lofton Jr.,PF,20.0,MEM,4.0,0.0,3.0,0.8,2.0,0.375,0.0,0.5,0.0,0.8,1.5,0.5,0.375,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.0,1.8,2340.0,468.0,0.0,351.0,80.0,0.0,60.0,0.0,12.0,,,,,
123.0,Trey Lyles,PF,27.0,SAC,7.0,0.0,16.9,2.4,5.7,0.425,1.3,3.9,0.333,1.1,1.9,0.615,0.538,0.4,0.7,0.6,1.3,4.4,5.7,0.7,0.3,0.0,0.4,1.7,6.6,3321.0,861.0,0.0,2078.7,189.0,0.0,456.29999999999995,0.0,118.29999999999998,,,,,
124.0,Terance Mann,SG,26.0,LAC,5.0,0.0,26.6,3.8,6.6,0.576,1.8,3.8,0.474,2.0,2.8,0.714,0.712,1.2,1.8,0.667,1.4,1.8,3.2,2.2,0.8,0.2,1.8,3.4,10.6,3224.0,620.0,0.0,3298.4,130.0,0.0,691.6,0.0,133.0,,,,,
126.0,Wesley Matthews,SF,36.0,MIL,2.0,0.0,20.5,2.0,4.5,0.444,2.0,3.5,0.571,0.0,1.0,0.0,0.667,0.0,0.0,0.0,0.5,1.0,1.5,0.5,1.0,0.5,0.0,1.5,6.0,4536.0,252.0,0.0,2583.0,72.0,0.0,738.0,0.0,41.0,,,,,
128.0,Miles McBride,PG,22.0,NYK,8.0,0.0,2.5,0.1,0.5,0.25,0.1,0.4,0.333,0.0,0.1,0.0,0.375,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.1,0.4,2816.0,1024.0,0.0,320.0,176.0,0.0,55.0,0.0,20.0,,,,,
129.0,Jalen McDaniels,SF,25.0,PHI,8.0,0.0,12.8,1.0,2.5,0.4,0.4,1.1,0.333,0.6,1.4,0.455,0.475,0.0,0.0,0.0,0.4,1.6,2.0,0.6,0.1,0.0,0.4,1.0,2.4,3225.0,1032.0,0.0,1651.2,200.0,0.0,320.0,0.0,102.4,,,,,
135.0,Shake Milton,SG,26.0,PHI,6.0,0.0,3.5,0.5,0.8,0.6,0.0,0.2,0.0,0.5,0.7,0.75,0.6,0.3,0.3,1.0,0.0,0.5,0.5,0.3,0.3,0.0,0.2,0.5,1.3,3510.0,810.0,0.0,472.5,156.0,0.0,91.0,0.0,21.0,,,,,
137.0,Davion Mitchell,PG,24.0,SAC,7.0,0.0,20.0,2.7,6.6,0.413,1.0,3.9,0.259,1.7,2.7,0.632,0.489,0.7,0.9,0.833,0.4,0.9,1.3,1.7,0.9,0.1,0.9,1.0,7.1,3288.0,959.0,0.0,2740.0,168.0,0.0,480.0,0.0,140.0,,,,,
141.0,Moses Moody,SG,20.0,GSW,12.0,0.0,13.4,1.9,3.6,0.535,1.1,1.8,0.591,0.8,1.8,0.476,0.686,0.9,1.0,0.917,0.6,2.0,2.6,0.7,0.4,0.3,0.2,1.5,5.8,2820.0,1692.0,0.0,1889.4,240.0,0.0,268.0,0.0,160.8,,,,,
144.0,Marcus Morris,PF,33.0,LAC,3.0,2.0,22.7,3.3,9.7,0.345,0.7,4.0,0.167,2.7,5.7,0.471,0.379,1.3,1.3,1.0,0.3,3.7,4.0,0.0,0.3,0.3,0.3,2.0,8.7,4752.0,432.0,288.0,3268.7999999999997,99.0,66.0,749.1,6.0,68.1,,,,,
147.0,Keegan Murray,SF,22.0,SAC,7.0,7.0,27.7,3.7,8.3,0.448,1.7,4.6,0.375,2.0,3.7,0.538,0.552,0.6,0.9,0.667,2.1,4.1,6.3,0.7,0.6,0.3,0.6,2.6,9.7,3234.0,1029.0,1029.0,4071.9,154.0,154.0,609.4,49.0,193.9,,,,,
