Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_x_Age,Rk_x_G,Rk_x_GS,Rk_x_MP,Age_x_G,Age_x_GS,Age_x_MP,G_x_GS,G_x_MP,pca_1,pca_2,pca_3,pca_4,pca_5
22.0,Mo Bamba,C,24.0,LAL,9.0,1.0,9.8,1.2,3.0,0.407,0.6,1.8,0.313,0.7,1.2,0.545,0.5,0.7,1.2,0.545,1.2,3.3,4.6,0.4,0.1,0.6,0.9,2.1,3.7,528.0,198.0,22.0,215.60000000000002,216.0,24.0,235.20000000000002,9.0,88.2,-2.1736334288323547,0.38382041314848475,-3.1686295324221847,-0.6819073175778377,-1.9306034499400422
25.0,Dalano Banton,PG,23.0,TOR,31.0,2.0,9.0,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.481,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6,575.0,775.0,50.0,225.0,713.0,46.0,207.0,62.0,279.0,3.577543510078314,1.0294055975912932,-2.4354137686132775,-0.9193283576699156,-1.225587799798401
30.0,Will Barton,SG,32.0,TOT,56.0,2.0,17.7,2.5,6.5,0.379,1.2,3.2,0.367,1.3,3.3,0.391,0.47,0.7,0.8,0.787,0.3,2.2,2.4,2.0,0.5,0.2,0.9,1.0,6.8,960.0,1680.0,60.0,531.0,1792.0,64.0,566.4,112.0,991.1999999999999,3.1992569422893014,-1.182979317541653,-0.3728079827290673,-4.360538745358704,-0.7133141404665617
30.0,Will Barton,SG,32.0,WAS,40.0,0.0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1.0,7.7,960.0,1200.0,0.0,588.0,1280.0,0.0,627.2,0.0,784.0,3.995125572612144,5.914211680856454,2.4519332342648696,-2.198491757198006,1.5067518523611505
30.0,Will Barton,SG,32.0,TOR,16.0,2.0,13.2,1.8,4.9,0.354,0.9,2.6,0.333,0.9,2.3,0.378,0.443,0.1,0.1,1.0,0.3,1.3,1.6,1.1,0.7,0.2,0.2,1.1,4.5,960.0,480.0,60.0,396.0,512.0,64.0,422.4,32.0,211.2,-2.787102197933276,3.3509483676998157,0.054995666385210626,-1.4401682369006514,-0.0995056090957669
32.0,Keita Bates-Diop,SF,27.0,SAS,67.0,42.0,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,864.0,2144.0,1344.0,694.4,1809.0,1134.0,585.9,2814.0,1453.8999999999999,-5.566668490604298,-0.2548087815946947,-1.4924795644775304,-1.623110316469782,-2.963062134566396
33.0,Nicolas Batum,PF,34.0,LAC,78.0,19.0,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.583,0.4,0.6,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,1.9,6.1,1122.0,2574.0,627.0,722.6999999999999,2652.0,646.0,744.5999999999999,1482.0,1708.1999999999998,-2.27740594408906,3.4491348089467677,0.44549730260716147,-1.0608069014794996,1.5552146169671475
34.0,Darius Bazley,PF,22.0,TOT,43.0,1.0,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2,748.0,1462.0,34.0,486.20000000000005,946.0,22.0,314.6,43.0,614.9,-1.4387446553146301,0.31738384859556157,-0.2343772496917001,-2.224055681083925,1.0644045274782836
34.0,Darius Bazley,PF,22.0,OKC,36.0,1.0,15.4,2.0,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1.0,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1.0,5.4,748.0,1224.0,34.0,523.6,792.0,22.0,338.8,36.0,554.4,3.691963256147615,-2.150846237044543,-1.5800955993963852,-3.927112963202335,-0.33224375362846065
36.0,Malik Beasley,SG,26.0,LAL,26.0,14.0,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,936.0,936.0,504.0,860.4,676.0,364.0,621.4,364.0,621.4,-1.958455784449515,1.3204442763006337,-0.9109424729759955,-0.295482014493794,-1.5108999369625855
37.0,MarJon Beauchamp,SF,22.0,MIL,52.0,11.0,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.492,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,814.0,1924.0,407.0,499.5,1144.0,242.0,297.0,572.0,702.0,-3.7010451357683536,-0.3868791921756507,-1.3092709986889772,-0.9572624114660298,-2.4382955528251764
40.0,Saddiq Bey,SF,23.0,TOT,77.0,37.0,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,920.0,3080.0,1480.0,1104.0,1771.0,851.0,634.8000000000001,2849.0,2125.2000000000003,1.580503157495918,-0.6350497929240682,-2.2578946317635014,-1.176212282824345,2.1148688670103133
40.0,Saddiq Bey,SF,23.0,ATL,25.0,7.0,25.2,4.3,9.2,0.47,2.0,5.0,0.4,2.3,4.2,0.552,0.578,1.0,1.2,0.862,1.6,3.2,4.8,1.4,0.8,0.0,0.7,1.5,11.6,920.0,1000.0,280.0,1008.0,575.0,161.0,579.6,175.0,630.0,-1.807385771142547,1.7190097539427567,-1.5820633101345214,-0.2318741024536864,-2.982974813870756
41.0,Khem Birch,C,30.0,TOR,20.0,0.0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,1230.0,820.0,0.0,332.09999999999997,600.0,0.0,243.0,0.0,162.0,-0.5778486619723093,-0.2908479305318872,-1.389995915347818,-1.7371286718403052,0.5859791036231692
42.0,Goga Bitadze,C,23.0,TOT,38.0,1.0,12.0,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2.0,3.6,1.0,0.4,0.7,0.6,1.7,4.4,966.0,1596.0,42.0,504.0,874.0,23.0,276.0,38.0,456.0,-6.917688688077866,0.585145802959828,-0.6357230980598315,-1.2797506260116809,-1.9576044737541856
45.0,Bogdan Bogdanovi?,SG,30.0,ATL,54.0,9.0,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,1350.0,2430.0,405.0,1255.5,1620.0,270.0,837.0,486.0,1506.6,-4.92994461804598,0.7197989118682838,0.39922596971478364,-1.7821266951220054,1.0738049988478078
50.0,Brandon Boston Jr.,SG,21.0,LAC,22.0,1.0,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.8,4.2,0.419,0.467,1.3,1.7,0.763,0.3,1.0,1.4,0.9,0.4,0.0,0.5,1.0,6.5,1050.0,1100.0,50.0,565.0,462.0,21.0,237.3,22.0,248.60000000000002,-5.470753979695618,-0.10405321537349242,-0.8224325720429805,-1.0604016748644625,-1.062356117443414
52.0,James Bouknight,SG,22.0,CHO,34.0,0.0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,1144.0,1768.0,0.0,785.1999999999999,748.0,0.0,332.2,0.0,513.4,-0.8563751927793155,-0.5202115609776099,-2.116719732790668,-0.3767611919267401,0.03878721597797772
53.0,Jamaree Bouyea,PG,23.0,TOT,5.0,0.0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,1219.0,265.0,0.0,752.5999999999999,115.0,0.0,326.59999999999997,0.0,71.0,-3.2059518645659986,-0.8533227829189772,-3.7831718393422817,0.09931921039570561,0.9180425076770558
53.0,Jamaree Bouyea,PG,23.0,MIA,4.0,0.0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1.0,2.0,0.5,0.538,0.3,0.5,0.5,0.3,1.0,1.3,1.0,1.0,0.5,1.0,1.3,3.8,1219.0,212.0,0.0,863.9000000000001,92.0,0.0,374.90000000000003,0.0,65.2,0.8202106817138936,-0.06710923137283385,-2.902064060999645,-0.08833297184184029,-1.380677582428618
55.0,Malaki Branham,SF,19.0,SAS,66.0,32.0,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,1045.0,3630.0,1760.0,1292.5,1254.0,608.0,446.5,2112.0,1551.0,6.656054679143428,-1.9909004009806395,0.7428449314866857,-4.685477850592294,-2.261648804080761
57.0,Christian Braun,SG,21.0,DEN,76.0,6.0,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,1197.0,4332.0,342.0,883.5,1596.0,126.0,325.5,456.0,1178.0,2.957933277796093,0.357623645762779,-1.2720551200514625,-1.922919986138242,-2.2959988996590646
59.0,Oshae Brissett,SF,24.0,IND,65.0,2.0,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,0.461,1.6,2.2,0.717,1.0,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,1416.0,3835.0,118.0,985.3,1560.0,48.0,400.79999999999995,130.0,1085.5,-1.2720318484018873,-1.643508385902608,-3.353587962208694,-0.3601469209324307,-0.8922929556488529
60.0,Malcolm Brogdon,PG,30.0,BOS,67.0,0.0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,1800.0,4020.0,0.0,1560.0,2010.0,0.0,780.0,0.0,1742.0,0.2742898698327916,4.262663292866256,3.6077768853713303,-1.6210277757972422,-0.13355270161452973
62.0,Bruce Brown,SG,26.0,DEN,80.0,31.0,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,1612.0,4960.0,1922.0,1767.0,2080.0,806.0,741.0,2480.0,2280.0,-2.1062659835861774,3.5368752115407487,0.7019937185278873,0.03628266639000086,1.6208546298491582
68.0,Troy Brown Jr.,SF,23.0,LAL,76.0,45.0,24.5,2.6,6.1,0.43,1.4,3.7,0.381,1.2,2.4,0.505,0.545,0.4,0.5,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1,1564.0,5168.0,3060.0,1666.0,1748.0,1035.0,563.5,3420.0,1862.0,-4.249732326671641,-1.546277440358327,-1.4565013312145025,-1.5240606567513961,2.306972727720572
70.0,Thomas Bryant,C,25.0,TOT,59.0,26.0,18.3,3.9,6.3,0.623,0.4,1.0,0.441,3.5,5.3,0.658,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,1750.0,4130.0,1820.0,1281.0,1475.0,650.0,457.5,1534.0,1079.7,-2.3968626545198863,0.16269153350649274,-0.778854750048009,-1.5340488883534589,5.007280048977484
70.0,Thomas Bryant,C,25.0,DEN,18.0,1.0,11.4,1.8,3.8,0.485,0.2,0.5,0.444,1.6,3.3,0.492,0.515,0.7,1.0,0.722,1.1,2.3,3.3,0.1,0.1,0.4,0.6,1.4,4.6,1750.0,1260.0,70.0,798.0,450.0,25.0,285.0,18.0,205.20000000000002,-1.001896269424856,3.1557544178745625,1.9250555593270111,-1.4247786166938166,1.4915174765354515
71.0,Reggie Bullock,SF,31.0,DAL,78.0,55.0,30.3,2.5,6.0,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.569,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1,7.2,2201.0,5538.0,3905.0,2151.3,2418.0,1705.0,939.3000000000001,4290.0,2363.4,1.5740631269269931,1.621560929026679,0.29752553497964224,0.11041269653022509,0.24413267409401201
76.0,John Butler,C,20.0,POR,19.0,1.0,11.6,0.9,2.8,0.321,0.4,1.8,0.229,0.5,0.9,0.5,0.396,0.2,0.2,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,1520.0,1444.0,76.0,881.6,380.0,20.0,232.0,19.0,220.4,4.051754086900582,3.341565223475358,-0.2699367611118955,0.792231278209082,-0.5547442769783612
77.0,Jamal Cain,SF,23.0,MIA,18.0,0.0,13.3,2.1,3.7,0.561,0.4,1.1,0.35,1.7,2.6,0.652,0.614,0.9,1.2,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,1.2,5.4,1771.0,1386.0,0.0,1024.1000000000001,414.0,0.0,305.90000000000003,0.0,239.4,4.165149919264789,4.568527104552808,-2.076397778626125,2.3832951765530264,0.23684488874232995
80.0,Vlatko ?an?ar,PF,25.0,DEN,60.0,9.0,14.8,1.8,3.8,0.476,0.7,1.9,0.374,1.1,1.9,0.58,0.57,0.6,0.7,0.927,0.4,1.7,2.1,1.3,0.4,0.2,0.6,1.4,5.0,2000.0,4800.0,720.0,1184.0,1500.0,225.0,370.0,540.0,888.0,-2.398045765084452,0.9077032428294923,-1.671642768399362,0.42056073691837587,-0.015665597496293482
83.0,Jevon Carter,PG,27.0,MIL,81.0,39.0,22.3,3.0,7.0,0.423,1.8,4.2,0.421,1.2,2.8,0.425,0.549,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.0,2241.0,6723.0,3237.0,1850.9,2187.0,1053.0,602.1,3159.0,1806.3,-6.71901918949363,0.5561406662359217,0.8427741861526814,-1.1914455207824024,2.460531655419498
85.0,Michael Carter-Williams,PG,31.0,ORL,4.0,0.0,11.0,1.5,3.5,0.429,0.3,0.8,0.333,1.3,2.8,0.455,0.464,1.0,1.8,0.571,0.3,1.0,1.3,1.8,0.3,0.3,1.0,1.3,4.3,2635.0,340.0,0.0,935.0,124.0,0.0,341.0,0.0,44.0,2.4209530896279676,-2.8885433753547836,0.5941297390649304,-3.5225085181611293,1.5756843921899049
87.0,Julian Champagnie,SF,21.0,TOT,17.0,3.0,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,1827.0,1479.0,261.0,1635.6000000000001,357.0,63.0,394.8,51.0,319.6,12.136764393717721,-0.17295943115837262,0.7904510167817066,-2.3755913954528216,-0.5969432527226707
87.0,Julian Champagnie,SF,21.0,SAS,15.0,3.0,20.9,3.9,8.5,0.461,2.2,5.4,0.407,1.7,3.1,0.553,0.59,0.9,1.1,0.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,11.0,1827.0,1305.0,261.0,1818.3,315.0,63.0,438.9,45.0,313.5,-2.97847833403354,-0.05615094986760706,1.4481292758866093,-1.59765346153902,-1.2424782695588765
90.0,Max Christie,SG,19.0,LAL,41.0,3.0,12.5,1.1,2.6,0.415,0.6,1.5,0.419,0.4,1.1,0.409,0.538,0.3,0.4,0.875,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,1710.0,3690.0,270.0,1125.0,779.0,57.0,237.5,123.0,512.5,-2.486204309475604,-1.7999949096446095,-0.5281417257527801,-1.3764892290000716,-0.3039598331852137
91.0,Josh Christopher,SG,21.0,HOU,64.0,2.0,12.3,2.4,5.1,0.465,0.3,1.4,0.236,2.1,3.8,0.55,0.497,0.7,0.9,0.75,0.3,0.8,1.1,1.1,0.5,0.2,0.9,0.9,5.8,1911.0,5824.0,182.0,1119.3,1344.0,42.0,258.3,128.0,787.2,-2.3979216127064586,-0.6224421568673711,-0.8485246794916956,-0.8961656331775306,-0.7871248254510183
95.0,Amir Coffey,SG,25.0,LAC,50.0,9.0,12.5,1.1,2.9,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1.0,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1.0,3.4,2375.0,4750.0,855.0,1187.5,1250.0,225.0,312.5,450.0,625.0,3.1662066477115616,0.42527746820475604,-4.803180051267424,2.2613052373963662,0.42666527971744417
100.0,Pat Connaughton,SG,30.0,MIL,61.0,33.0,23.7,2.7,6.9,0.392,1.8,5.3,0.339,0.9,1.6,0.566,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,3000.0,6100.0,3300.0,2370.0,1830.0,990.0,711.0,2013.0,1445.7,1.8947502050161584,-1.3937488573735786,-1.0830148456773299,-0.8186817760040932,2.1207047438915585
102.0,Robert Covington,PF,32.0,LAC,48.0,0.0,16.2,2.1,4.8,0.445,1.1,2.8,0.397,1.0,1.9,0.516,0.563,0.6,0.8,0.75,0.6,2.8,3.5,1.2,0.8,0.7,0.7,1.8,6.0,3264.0,4896.0,0.0,1652.3999999999999,1536.0,0.0,518.4,0.0,777.5999999999999,0.19551157315545573,1.9885679955755857,2.043706678096017,-0.6540130105835931,-1.2769618464729722
103.0,Torrey Craig,SF,32.0,PHO,79.0,60.0,24.7,2.9,6.3,0.456,1.3,3.2,0.395,1.6,3.1,0.518,0.556,0.4,0.6,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,2.3,7.4,3296.0,8137.0,6180.0,2544.1,2528.0,1920.0,790.4,4740.0,1951.3,-4.383584086916801,0.49726571697624566,1.0056886184753016,-0.321402351563983,-1.4876299761398692
104.0,Jae Crowder,SF,32.0,MIL,18.0,3.0,18.9,2.5,5.2,0.479,1.3,3.1,0.436,1.2,2.2,0.538,0.606,0.6,0.7,0.833,0.9,2.9,3.8,1.5,0.7,0.3,0.4,1.5,6.9,3328.0,1872.0,312.0,1965.6,576.0,96.0,604.8,54.0,340.2,-3.013392224897531,-0.34388062419428417,-1.956097391470603,0.6421145530363721,-1.9220680579662468
107.0,Seth Curry,SG,32.0,BRK,61.0,7.0,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,3424.0,6527.0,749.0,2129.2999999999997,1952.0,224.0,636.8,427.0,1213.8999999999999,-2.652339835168283,2.559761869943023,3.0517766267943216,-0.8348445979050458,-0.5216451700407885
109.0,Dyson Daniels,PG,19.0,NOP,59.0,11.0,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1.0,2.1,0.492,0.483,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1.0,1.7,3.8,2071.0,6431.0,1199.0,1929.3,1121.0,209.0,336.3,649.0,1044.3,-2.3690067572095463,0.8997407250208391,-0.8812483073639846,1.0818734955595983,-1.1742238515855963
111.0,Johnny Davis,SG,20.0,WAS,28.0,5.0,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.436,0.5,1.0,0.519,0.4,2.0,2.3,1.0,0.4,0.3,0.6,1.7,5.8,2220.0,3108.0,555.0,1676.1,560.0,100.0,302.0,140.0,422.8,-5.020640204387157,-0.4421542911475226,1.0702869701164706,-0.9479302317791268,2.23090845534428
112.0,Terence Davis,SG,25.0,SAC,64.0,5.0,13.1,2.4,5.7,0.423,1.4,3.8,0.366,1.0,1.9,0.537,0.545,0.5,0.7,0.791,0.3,1.9,2.2,1.0,0.7,0.2,0.8,1.6,6.7,2800.0,7168.0,560.0,1467.2,1600.0,125.0,327.5,320.0,838.4,2.2167650524656994,-1.962793402941941,-0.8874937558127938,-1.1010366316954312,3.869185809536891
113.0,JD Davison,PG,20.0,BOS,12.0,0.0,5.5,0.7,1.6,0.421,0.2,0.6,0.286,0.5,1.0,0.5,0.474,0.1,0.2,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,2260.0,1356.0,0.0,621.5,240.0,0.0,110.0,0.0,66.0,0.4122947585878485,-1.2541560351965617,-1.3216897339974234,-0.3177649634861637,2.7356014084964397
115.0,Dewayne Dedmon,C,33.0,TOT,38.0,1.0,11.2,2.0,4.0,0.51,0.3,1.0,0.308,1.7,2.9,0.58,0.55,0.9,1.3,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,2.0,5.2,3795.0,4370.0,115.0,1288.0,1254.0,33.0,369.59999999999997,38.0,425.59999999999997,1.1261628212618289,0.8364468883741454,1.7102737028972295,-1.1807974460090767,1.2265420181848832
115.0,Dewayne Dedmon,C,33.0,MIA,30.0,0.0,11.7,2.1,4.3,0.496,0.4,1.2,0.297,1.8,3.1,0.576,0.539,1.1,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2.0,5.7,3795.0,3450.0,0.0,1345.5,990.0,0.0,386.09999999999997,0.0,351.0,-3.685231018740626,1.9506722317310157,2.108383291097636,-0.29661670871777035,1.6665960881212876
116.0,Matthew Dellavedova,PG,32.0,SAC,32.0,0.0,6.7,0.5,1.6,0.34,0.3,0.8,0.333,0.3,0.7,0.348,0.43,0.1,0.2,0.571,0.0,0.4,0.4,1.3,0.2,0.0,0.3,0.6,1.5,3712.0,3712.0,0.0,777.2,1024.0,0.0,214.4,0.0,214.4,-1.4625392754101703,0.8112885751796182,0.9576047743576759,-0.5375770380521846,1.6897377135164937
118.0,Moussa Diabaté,PF,21.0,LAC,22.0,1.0,8.9,1.1,2.1,0.511,0.0,0.1,0.5,1.0,2.0,0.511,0.521,0.5,0.7,0.625,1.4,0.9,2.3,0.2,0.3,0.4,0.4,0.7,2.7,2478.0,2596.0,118.0,1050.2,462.0,21.0,186.9,22.0,195.8,1.9017176823862758,-1.4777242654724558,1.9122522186474689,-1.9614964451690238,-1.1954320155413436
119.0,Mamadi Diakite,PF,26.0,CLE,22.0,2.0,8.0,1.1,2.3,0.48,0.3,1.0,0.333,0.8,1.3,0.586,0.55,0.1,0.1,1.0,0.4,1.0,1.4,0.4,0.2,0.4,0.5,1.2,2.6,3094.0,2618.0,238.0,952.0,572.0,52.0,208.0,44.0,176.0,-4.190637472486931,-0.5074047645520579,-0.5278354140473986,0.0935310453991556,0.058203646983117766
120.0,Hamidou Diallo,SG,24.0,DET,56.0,0.0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,2.2,9.3,2880.0,6720.0,0.0,2136.0,1344.0,0.0,427.20000000000005,0.0,996.8000000000001,-6.8188600115313625,-0.5300239657840946,0.9177182576056209,-0.6062588761442277,-1.617413637788004
