G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,G_x_Unnamed: 3,G_x_Tm,G_x_Opp,G_x_W,Unnamed: 3_x_Tm,Unnamed: 3_x_Opp,Unnamed: 3_x_W,Tm_x_Opp,Tm_x_W
37,Mon Jan 2 2023,7:00p,,Box Score,@,Cleveland Cavaliers,L,OT,134,145,16,21,L 2,19432,2:50,,,4958,5365,592,,,,19430,2144
38,Wed Jan 4 2023,8:00p,,Box Score,,Brooklyn Nets,W,,121,112,17,21,W 1,21418,2:12,,,4598,4256,646,,,,13552,2057
39,Fri Jan 6 2023,7:00p,,Box Score,@,Philadelphia 76ers,W,,126,112,18,21,W 2,20766,2:04,,,4914,4368,702,,,,14112,2268
40,Sat Jan 7 2023,8:00p,,Box Score,,Utah Jazz,W,,126,118,19,21,W 3,21694,2:12,,,5040,4720,760,,,,14868,2394
41,Mon Jan 9 2023,7:30p,,Box Score,@,Boston Celtics,L,,99,107,19,22,L 1,19156,2:02,,,4059,4387,779,,,,10593,1881
42,Wed Jan 11 2023,7:00p,,Box Score,@,Washington Wizards,L,,97,100,19,23,L 2,17032,2:07,,,4074,4200,798,,,,9700,1843
43,Fri Jan 13 2023,8:00p,,Box Score,,Oklahoma City Thunder,L,,110,124,19,24,L 3,21342,2:07,,,4730,5332,817,,,,13640,2090
44,Sun Jan 15 2023,3:30p,,Box Score,,Golden State Warriors,W,,132,118,20,24,W 1,20139,2:17,,,5808,5192,880,,,,15576,2640
45,Thu Jan 19 2023,3:00p,,Box Score,@,Detroit Pistons,W,,126,108,21,24,W 2,15885,2:14,,,5670,4860,945,,,,13608,2646
46,Mon Jan 23 2023,8:00p,,Box Score,,Atlanta Hawks,W,,111,100,22,24,W 3,20938,2:05,,,5106,4600,1012,,,,11100,2442
47,Tue Jan 24 2023,7:00p,,Box Score,@,Indiana Pacers,L,,110,116,22,25,L 1,16102,2:20,,,5170,5452,1034,,,,12760,2420
48,Thu Jan 26 2023,7:30p,,Box Score,@,Charlotte Hornets,L,,96,111,22,26,L 2,17697,2:07,,,4608,5328,1056,,,,10656,2112
49,Sat Jan 28 2023,7:00p,,Box Score,@,Orlando Magic,W,,128,109,23,26,W 1,18846,2:12,,,6272,5341,1127,,,,13952,2944
50,Tue Jan 31 2023,8:00p,,Box Score,,Los Angeles Clippers,L,,103,108,23,27,L 1,20068,2:14,,,5150,5400,1150,,,,11124,2369
51,Thu Feb 2 2023,8:00p,,Box Score,,Charlotte Hornets,W,,114,98,24,27,W 1,20072,2:04,,,5814,4998,1224,,,,11172,2736
52,Sat Feb 4 2023,8:00p,,Box Score,,Portland Trail Blazers,W,,129,121,25,27,W 2,20135,2:05,,,6708,6292,1300,,,,15609,3225
53,Mon Feb 6 2023,8:00p,,Box Score,,San Antonio Spurs,W,,128,104,26,27,W 3,19291,2:04,,,6784,5512,1378,,,,13312,3328
54,Tue Feb 7 2023,8:00p,,Box Score,@,Memphis Grizzlies,L,,89,104,26,28,L 1,17012,2:11,,,4806,5616,1404,,,,9256,2314
55,Thu Feb 9 2023,7:30p,,Box Score,@,Brooklyn Nets,L,,105,116,26,29,L 2,16938,2:15,,,5775,6380,1430,,,,12180,2730
56,Sat Feb 11 2023,8:00p,,Box Score,@,Cleveland Cavaliers,L,,89,97,26,30,L 3,19432,2:10,,,4984,5432,1456,,,,8633,2314
57,Mon Feb 13 2023,8:00p,,Box Score,,Orlando Magic,L,,91,100,26,31,L 4,20767,2:09,,,5187,5700,1482,,,,9100,2366
58,Wed Feb 15 2023,7:00p,,Box Score,@,Indiana Pacers,L,,113,117,26,32,L 5,15599,2:21,,,6554,6786,1508,,,,13221,2938
59,Thu Feb 16 2023,7:30p,,Box Score,,Milwaukee Bucks,L,,100,112,26,33,L 6,20308,2:11,,,5900,6608,1534,,,,11200,2600
60,Fri Feb 24 2023,8:00p,,Box Score,,Brooklyn Nets,W,,131,87,27,33,W 1,21286,2:06,,,7860,5220,1620,,,,11397,3537
61,Sun Feb 26 2023,3:30p,,Box Score,,Washington Wizards,W,,102,82,28,33,W 2,21106,2:11,,,6222,5002,1708,,,,8364,2856
62,Tue Feb 28 2023,7:30p,,Box Score,@,Toronto Raptors,L,,98,104,28,34,L 1,19800,2:09,,,6076,6448,1736,,,,10192,2744
63,Wed Mar 1 2023,7:00p,,Box Score,@,Detroit Pistons,W,,117,115,29,34,W 1,18098,2:20,,,7371,7245,1827,,,,13455,3393
64,Fri Mar 3 2023,8:00p,,Box Score,,Phoenix Suns,L,,104,125,29,35,L 1,21169,2:10,,,6656,8000,1856,,,,13000,3016
65,Sun Mar 5 2023,3:30p,,Box Score,,Indiana Pacers,L,,122,125,29,36,L 2,21225,2:20,,,7930,8125,1885,,,,15250,3538
66,Wed Mar 8 2023,9:00p,,Box Score,@,Denver Nuggets,W,,117,96,30,36,W 1,19896,2:01,,,7722,6336,1980,,,,11232,3510
67,Sat Mar 11 2023,8:00p,,Box Score,@,Houston Rockets,W,,119,111,31,36,W 2,18055,2:13,,,7973,7437,2077,,,,13209,3689
68,Wed Mar 15 2023,8:00p,,Box Score,,Sacramento Kings,L,,114,117,31,37,L 1,21886,2:21,,,7752,7956,2108,,,,13338,3534
69,Fri Mar 17 2023,8:00p,,Box Score,,Minnesota Timberwolves,W,2OT,139,131,32,37,W 1,20109,2:47,,,9591,9039,2208,,,,18209,4448
70,Sat Mar 18 2023,8:00p,,Box Score,,Miami Heat,W,,113,99,33,37,W 2,20094,2:05,,,7910,6930,2310,,,,11187,3729
71,Mon Mar 20 2023,7:00p,,Box Score,@,Philadelphia 76ers,W,2OT,109,105,34,37,W 3,21145,2:37,,,7739,7455,2414,,,,11445,3706
72,Wed Mar 22 2023,8:00p,,Box Score,,Philadelphia 76ers,L,,91,116,34,38,L 1,20946,2:17,,,6552,8352,2448,,,,10556,3094
73,Fri Mar 24 2023,10:00p,,Box Score,@,Portland Trail Blazers,W,,124,96,35,38,W 1,19393,1:58,,,9052,7008,2555,,,,11904,4340
74,Sun Mar 26 2023,3:30p,,Box Score,@,Los Angeles Lakers,W,,118,108,36,38,W 2,18997,2:12,,,8732,7992,2664,,,,12744,4248
75,Mon Mar 27 2023,10:30p,,Box Score,@,Los Angeles Clippers,L,,112,124,36,39,L 1,19068,2:03,,,8400,9300,2700,,,,13888,4032
76,Wed Mar 29 2023,8:00p,,Box Score,,Los Angeles Lakers,L,,110,121,36,40,L 2,21739,2:13,,,8360,9196,2736,,,,13310,3960
77,Fri Mar 31 2023,7:00p,,Box Score,@,Charlotte Hornets,W,,121,91,37,40,W 1,18768,2:06,,,9317,7007,2849,,,,11011,4477
78,Sun Apr 2 2023,3:30p,,Box Score,,Memphis Grizzlies,W,,128,107,38,40,W 2,20944,2:07,,,9984,8346,2964,,,,13696,4864
79,Tue Apr 4 2023,8:00p,,Box Score,,Atlanta Hawks,L,,105,123,38,41,L 1,21717,2:08,,,8295,9717,3002,,,,12915,3990
80,Wed Apr 5 2023,7:30p,,Box Score,@,Milwaukee Bucks,L,,92,105,38,42,L 2,17679,2:06,,,7360,8400,3040,,,,9660,3496
81,Fri Apr 7 2023,8:30p,,Box Score,@,Dallas Mavericks,W,,115,112,39,42,W 1,20313,2:01,,,9315,9072,3159,,,,12880,4485
82,Sun Apr 9 2023,1:00p,,Box Score,,Detroit Pistons,W,,103,81,40,42,W 2,21530,2:04,,,8446,6642,3280,,,,8343,4120
83,Wed Apr 12 2023,7:00p,,Box Score,@,Toronto Raptors,W,,109,105,41,42,W 3,19800,2:32,Play-In Game,,9047,8715,3403,,,,11445,4469
84,Fri Apr 14 2023,7:00p,,Box Score,@,Miami Heat,L,,91,102,41,43,L 1,19678,2:28,Play-In Game,,7644,8568,3444,,,,9282,3731
