Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_x_Age,Rk_x_G,Rk_x_GS,Rk_x_MP,Age_x_G,Age_x_GS,Age_x_MP,G_x_GS,G_x_MP,pca_1,pca_2,pca_3,pca_4,pca_5
356.0,Taze Moore,SG,25.0,POR,4.0,0.0,10.0,2.0,4.8,0.421,0.3,1.8,0.143,1.8,3.0,0.583,0.447,0.3,0.5,0.5,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.0,4.5,8900.0,1424.0,0.0,3560.0,100.0,0.0,250.0,0.0,40.0,,,,,
359.0,Marcus Morris,PF,34.0,TOT,49.0,7.0,16.7,2.4,5.4,0.439,1.0,2.4,0.403,1.4,3.0,0.469,0.53,0.7,0.9,0.818,0.5,2.3,2.7,0.7,0.3,0.3,0.6,1.5,6.4,12206.0,17591.0,2513.0,5995.3,1666.0,238.0,567.8,343.0,818.3,,,,,
359.0,Marcus Morris,PF,34.0,PHI,37.0,7.0,17.2,2.4,5.5,0.439,1.0,2.4,0.4,1.5,3.1,0.47,0.527,0.8,1.0,0.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7,12206.0,13283.0,2513.0,6174.8,1258.0,238.0,584.8,259.0,636.4,,,,,
359.0,Marcus Morris,PF,34.0,CLE,12.0,0.0,15.0,2.2,4.9,0.441,1.0,2.4,0.414,1.2,2.5,0.467,0.542,0.4,0.7,0.625,0.4,1.7,2.1,0.8,0.2,0.2,0.9,1.1,5.8,12206.0,4308.0,0.0,5385.0,408.0,0.0,510.0,0.0,180.0,,,,,
360.0,Markieff Morris,PF,34.0,DAL,26.0,1.0,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.3,1.0,0.308,0.449,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5,2.5,12240.0,9360.0,360.0,2988.0000000000005,884.0,34.0,282.20000000000005,26.0,215.8,,,,,
361.0,Monte Morris,PG,28.0,TOT,33.0,0.0,14.4,1.9,4.6,0.405,0.8,2.1,0.386,1.1,2.5,0.422,0.493,0.4,0.6,0.684,0.2,1.5,1.7,2.1,0.6,0.3,0.2,0.4,5.0,10108.0,11913.0,0.0,5198.400000000001,924.0,0.0,403.2,0.0,475.2,,,,,
361.0,Monte Morris,PG,28.0,DET,6.0,0.0,11.3,2.0,5.5,0.364,0.3,1.8,0.182,1.7,3.7,0.455,0.394,0.2,0.3,0.5,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5,10108.0,2166.0,0.0,4079.3,168.0,0.0,316.40000000000003,0.0,67.80000000000001,,,,,
361.0,Monte Morris,PG,28.0,MIN,27.0,0.0,15.1,1.9,4.4,0.417,0.9,2.2,0.424,0.9,2.3,0.41,0.521,0.4,0.6,0.706,0.2,1.5,1.7,2.3,0.7,0.3,0.2,0.5,5.1,10108.0,9747.0,0.0,5451.099999999999,756.0,0.0,422.8,0.0,407.7,,,,,
366.0,Kris Murray,SF,23.0,POR,62.0,29.0,21.7,2.3,5.9,0.396,0.8,3.0,0.268,1.5,3.0,0.525,0.463,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,8418.0,22692.0,10614.0,7942.2,1426.0,667.0,499.09999999999997,1798.0,1345.3999999999999,,,,,
367.0,Mike Muscala,C,32.0,TOT,53.0,6.0,11.3,1.1,2.9,0.359,0.5,1.8,0.292,0.5,1.1,0.467,0.449,0.3,0.5,0.68,0.7,1.6,2.4,0.7,0.2,0.2,0.4,1.0,3.0,11744.0,19451.0,2202.0,4147.1,1696.0,192.0,361.6,318.0,598.9000000000001,,,,,
367.0,Mike Muscala,C,32.0,WAS,24.0,2.0,14.1,1.4,3.8,0.367,0.6,2.1,0.275,0.8,1.6,0.487,0.444,0.6,0.8,0.75,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0,11744.0,8808.0,734.0,5174.7,768.0,64.0,451.2,48.0,338.4,,,,,
