G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,G_x_Unnamed: 3,G_x_Tm,G_x_Opp,G_x_W,Unnamed: 3_x_Tm,Unnamed: 3_x_Opp,Unnamed: 3_x_W,Tm_x_Opp,Tm_x_W
62,Mon Feb 27 2023,7:30p,,Box Score,@,New York Knicks,L,,94,109,44,18,L 1,19812,2:21,,,5828,6758,2728,,,,10246,4136
63,Wed Mar 1 2023,7:30p,,Box Score,,Cleveland Cavaliers,W,,117,113,45,18,W 1,19156,2:17,,,7371,7119,2835,,,,13221,5265
64,Fri Mar 3 2023,7:30p,,Box Score,,Brooklyn Nets,L,,105,115,45,19,L 1,19156,2:20,,,6720,7360,2880,,,,12075,4725
65,Sun Mar 5 2023,7:30p,,Box Score,,New York Knicks,L,2OT,129,131,45,20,L 2,19156,2:56,,,8385,8515,2925,,,,16899,5805
66,Mon Mar 6 2023,7:00p,,Box Score,@,Cleveland Cavaliers,L,OT,114,118,45,21,L 3,19432,2:36,,,7524,7788,2970,,,,13452,5130
67,Wed Mar 8 2023,7:30p,,Box Score,,Portland Trail Blazers,W,,115,93,46,21,W 1,19156,2:02,,,7705,6231,3082,,,,10695,5290
68,Sat Mar 11 2023,7:30p,,Box Score,@,Atlanta Hawks,W,,134,125,47,21,W 2,17884,2:12,,,9112,8500,3196,,,,16750,6298
69,Mon Mar 13 2023,8:00p,,Box Score,@,Houston Rockets,L,,109,111,47,22,L 1,18055,2:19,,,7521,7659,3243,,,,12099,5123
70,Wed Mar 15 2023,8:00p,,Box Score,@,Minnesota Timberwolves,W,,104,102,48,22,W 1,17136,2:20,,,7280,7140,3360,,,,10608,4992
71,Fri Mar 17 2023,10:00p,,Box Score,@,Portland Trail Blazers,W,,126,112,49,22,W 2,19393,2:15,,,8946,7952,3479,,,,14112,6174
72,Sat Mar 18 2023,9:00p,,Box Score,@,Utah Jazz,L,,117,118,49,23,L 1,18206,2:11,,,8424,8496,3528,,,,13806,5733
73,Tue Mar 21 2023,10:00p,,Box Score,@,Sacramento Kings,W,,132,109,50,23,W 1,18111,2:04,,,9636,7957,3650,,,,14388,6600
74,Fri Mar 24 2023,7:00p,,Box Score,,Indiana Pacers,W,,120,95,51,23,W 2,19156,2:05,,,8880,7030,3774,,,,11400,6120
75,Sun Mar 26 2023,6:00p,,Box Score,,San Antonio Spurs,W,,137,93,52,23,W 3,19156,2:03,,,10275,6975,3900,,,,12741,7124
76,Tue Mar 28 2023,7:00p,,Box Score,@,Washington Wizards,L,,111,130,52,24,L 1,20476,2:02,,,8436,9880,3952,,,,14430,5772
77,Thu Mar 30 2023,7:30p,,Box Score,@,Milwaukee Bucks,W,,140,99,53,24,W 1,18073,2:09,,,10780,7623,4081,,,,13860,7420
78,Fri Mar 31 2023,7:30p,,Box Score,,Utah Jazz,W,,122,114,54,24,W 2,19156,2:05,,,9516,8892,4212,,,,13908,6588
79,Tue Apr 4 2023,8:00p,,Box Score,@,Philadelphia 76ers,L,,101,103,54,25,L 1,21104,2:19,,,7979,8137,4266,,,,10403,5454
80,Wed Apr 5 2023,7:30p,,Box Score,,Toronto Raptors,W,,97,93,55,25,W 1,19156,2:09,,,7760,7440,4400,,,,9021,5335
81,Fri Apr 7 2023,7:30p,,Box Score,,Toronto Raptors,W,,121,102,56,25,W 2,19156,2:02,,,9801,8262,4536,,,,12342,6776
82,Sun Apr 9 2023,1:00p,,Box Score,,Atlanta Hawks,W,,120,114,57,25,W 3,19156,1:59,,,9840,9348,4674,,,,13680,6840
